Entity,Types,Source
"A meta-analysis is a statistical analysis that combines the results of multiple scientific studies. The basic idea behind meta-analysis is that there is a common truth behind all of the individual studies that have been conducted, but that each study has its own limitations. By combining the results of multiple studies, a meta-analysis can provide a more precise estimate of the size of the effect of a given treatment.",Description,GPT-3
Metabolic biotransformation is the process by which a substance is transformed by living cells into another substance.,Description,GPT-3
"Metabolic dysfunction is a condition where the body's metabolism is not working properly. This can lead to weight gain, fatigue, and other health problems.",Description,GPT-3
The metabolic effects of a drug are the biochemical and physiological changes that occur in the body as a result of the drug's action.,Description,GPT-3
Metabolic endotoxemia is a condition in which there is an accumulation of endotoxins in the blood. These endotoxins are toxins that are released from the bacteria that live in the gut.,Description,GPT-3
The metabolic function is the set of chemical reactions that occur in living cells to maintain life. These reactions convert energy from food into the molecules needed by the cells to perform their functions.,Description,GPT-3
Metabolic health is a state of good health that is characterized by normal metabolism.,Description,GPT-3
Metabolic regulation is the control of metabolism by hormones and other molecules.,Description,GPT-3
"Metabolic stress is a health condition that occurs when the body's metabolism is not working properly. This can lead to a variety of symptoms, including weight gain, fatigue, and muscle weakness.",Description,GPT-3
"Metabolic syndrome is a group of risk factors that increase your chance of developing heart disease, stroke, and diabetes. The risk factors include high blood pressure, high blood sugar, and abnormal cholesterol or triglyceride levels.",Description,GPT-3
"Metabolism is the set of life-sustaining chemical reactions in organisms. The three main purposes of metabolism are the conversion of food/fuel to energy to run cellular processes, the conversion of food/fuel to building blocks for proteins, lipids, nucleic acids, and some carbohydrates, and the elimination of metabolic wastes.",Description,GPT-3
Metformin is a medication used to treat type 2 diabetes. It helps to control blood sugar levels by reducing the amount of sugar produced by the liver and by making it easier for the body to use insulin.,Description,GPT-3
Methadone is a synthetic opioid that is used as a pain reliever and as a treatment for opioid addiction. It is a long-acting medication that stays in the body for up to 24 hours.,Description,GPT-3
"Methamphetamine is a powerful central nervous system stimulant that is used medically as a short-term treatment for attention deficit hyperactivity disorder and obesity. Methamphetamine is also used illegally as a recreational drug, and it is considered a Schedule II controlled substance in the United States.",Description,GPT-3
Methionine is an essential amino acid that is not made by the body and must be obtained through diet.,Description,GPT-3
A method is a set of instructions that are carried out in order to complete a task.,Description,GPT-3
Methotrexate is a chemotherapy medication that is used to treat cancer. It works by interfering with the growth of cancer cells.,Description,GPT-3
"Methoxsalen is a medication used to treat psoriasis and vitiligo. It works by increasing the skin's sensitivity to sunlight, which helps to decrease the growth of skin cells and improve the appearance of the skin.",Description,GPT-3
Methyl metabolism is the process by which the body breaks down and eliminates methyl groups from molecules.,Description,GPT-3
"Methylprednisolone is a type of corticosteroid that is used to treat a variety of conditions, including allergies, asthma, and arthritis. It works by reducing inflammation in the body.",Description,GPT-3
Mexiletine is a class 1B anti-arrhythmic medication used to treat irregular heartbeats. It is also used to treat chronic pain syndromes such as fibromyalgia and neuropathic pain.,Description,GPT-3
Mexitil is an anti-arrhythmia medication used to treat irregular heartbeats.,Description,GPT-3
Major facilitator superfamily domain-containing protein 2A (MFSD2A) is a protein that in humans is encoded by the MFSD2A gene. MFSD2A is a member of the major facilitator superfamily of transmembrane proteins.,Description,GPT-3
A milligram is a unit of measurement of mass in the metric system.,Description,GPT-3
Micro-algae are tiny algae cells that live in water. They are often used in aquariums and ponds to help keep the water clean.,Description,GPT-3
